ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
CNS,The presence and function of CB2 receptors in central nervous system neurons are controversial.,The presence and function of CB2 receptors in CNS neurons are controversial.,The presence and function of CB2 receptors in coagulase-negative staphylococci neurons are controversial.,neurons,,
CNS,Clinical Relevance central nervous system diseases may cause long-term disabilities.,Clinical Relevance CNS diseases may cause long-term disabilities.,Clinical Relevance coagulase-negative staphylococci diseases may cause long-term disabilities.,diseases,,
CPR,"cardiopulmonary resuscitation, including chest compressions and mechanical ventilation, was begun after 8 minutes of untreated cardiac arrest.","CPR, including chest compressions and mechanical ventilation, was begun after 8 minutes of untreated cardiac arrest.","C-peptide immunoreactivity, including chest compressions and mechanical ventilation, was begun after 8 minutes of untreated cardiac arrest.",including,,
CPR,This was followed by a practical test consisting of two first aid and basic life support scenarios including cardiopulmonary resuscitation therefore.,This was followed by a practical test consisting of two first aid and basic life support scenarios including CPR therefore.,This was followed by a practical test consisting of two first aid and basic life support scenarios including C-peptide immunoreactivity therefore.,therefore,,
CPR,"Non-compliance with standard procedures occurred during AED use in 162 patients, including interference of movement by cardiopulmonary resuscitation in progress in 69, untimely machine turn-off in 49, leads fell off or disconnected in 33, failure of shock delivery after charge in 28, and interference of movement other than CPR in 22.","Non-compliance with standard procedures occurred during AED use in 162 patients, including interference of movement by CPR in progress in 69, untimely machine turn-off in 49, leads fell off or disconnected in 33, failure of shock delivery after charge in 28, and interference of movement other than CPR in 22.","Non-compliance with standard procedures occurred during AED use in 162 patients, including interference of movement by C-peptide immunoreactivity in progress in 69, untimely machine turn-off in 49, leads fell off or disconnected in 33, failure of shock delivery after charge in 28, and interference of movement other than CPR in 22.",progress,,
CPR,"cardiopulmonary resuscitation is performed frequently by paramedics, emergency department personnel, and inpatient physicians.","CPR is performed frequently by paramedics, emergency department personnel, and inpatient physicians.","C-peptide immunoreactivity is performed frequently by paramedics, emergency department personnel, and inpatient physicians.",is,,
CPR,STUDY OBJECTIVE: Maximizing cardiopulmonary resuscitation during resuscitation may improve survival.,STUDY OBJECTIVE: Maximizing CPR during resuscitation may improve survival.,STUDY OBJECTIVE: Maximizing C-peptide immunoreactivity during resuscitation may improve survival.,during,,
CRP,The C-reactive protein is a strong predictor of cardiovascular events both in the general population and in patients with coronary artery disease.,The CRP is a strong predictor of cardiovascular events both in the general population and in patients with coronary artery disease.,The collagen-related peptide is a strong predictor of cardiovascular events both in the general population and in patients with coronary artery disease.,is,,
CRP,"Serum concentrations of zinc, copper, caeruloplasmin, selenium, glutathione peroxidase (GPx) and C-reactive protein were measured together with their lipid profiles pre- and post-treatment.","Serum concentrations of zinc, copper, caeruloplasmin, selenium, glutathione peroxidase (GPx) and CRP were measured together with their lipid profiles pre- and post-treatment.","Serum concentrations of zinc, copper, caeruloplasmin, selenium, glutathione peroxidase (GPx) and collagen-related peptide were measured together with their lipid profiles pre- and post-treatment.",were,,
CRP,Elevated C-reactive protein is a suggested risk marker for cardiovascular disease.,Elevated CRP is a suggested risk marker for cardiovascular disease.,Elevated collagen-related peptide is a suggested risk marker for cardiovascular disease.,is,,
CRP,"The authors evaluated, in comparison with traditional parameters, C-reactive protein in blood/serum (S- CRP ) and in cerebrospinal fluid (CSF; C- CRP ) for its power to identify and treat patients with infected shunts.","The authors evaluated, in comparison with traditional parameters, CRP in blood/serum (S- CRP ) and in cerebrospinal fluid (CSF; C- CRP ) for its power to identify and treat patients with infected shunts.","The authors evaluated, in comparison with traditional parameters, collagen-related peptide in blood/serum (S- CRP ) and in cerebrospinal fluid (CSF; C- CRP ) for its power to identify and treat patients with infected shunts.",blood,,
CRP,"Serum levels of IL-6 and C-reactive protein were obtained at baseline, 24 hours and 48 hours after stenting.","Serum levels of IL-6 and CRP were obtained at baseline, 24 hours and 48 hours after stenting.","Serum levels of IL-6 and collagen-related peptide were obtained at baseline, 24 hours and 48 hours after stenting.",were,,
CSA,"We observed a transitory weight loss in both muscles; the mean fiber cross-sectional area showed a reduction at day 30, followed by an increase at day 60.","We observed a transitory weight loss in both muscles; the mean fiber CSA showed a reduction at day 30, followed by an increase at day 60.","We observed a transitory weight loss in both muscles; the mean fiber colony-stimulating activity showed a reduction at day 30, followed by an increase at day 60.",showed,,
CSA,"METHODS: In our improved version of modelflow (COmfc) we adapted this model to a real time measure of the aortic cross-sectional area of the descending aorta just above the diaphragm, measured by a new transoesophageal echo device (HemoSonic 100).","METHODS: In our improved version of modelflow (COmfc) we adapted this model to a real time measure of the aortic CSA of the descending aorta just above the diaphragm, measured by a new transoesophageal echo device (HemoSonic 100).","METHODS: In our improved version of modelflow (COmfc) we adapted this model to a real time measure of the aortic colony-stimulating activity of the descending aorta just above the diaphragm, measured by a new transoesophageal echo device (HemoSonic 100).",descending,,
CSA,"MAIN OUTCOME MEASURES: Quadriceps femoris muscle cross-sectional area, plasma glucose, and insulin concentrations were measured before and after RET.","MAIN OUTCOME MEASURES: Quadriceps femoris muscle CSA, plasma glucose, and insulin concentrations were measured before and after RET.","MAIN OUTCOME MEASURES: Quadriceps femoris muscle colony-stimulating activity, plasma glucose, and insulin concentrations were measured before and after RET.",plasma,,
CSA,A regression equation is provided for predicting the cross-sectional area of the deep neck muscles from spinous process length in males.,A regression equation is provided for predicting the CSA of the deep neck muscles from spinous process length in males.,A regression equation is provided for predicting the colony-stimulating activity of the deep neck muscles from spinous process length in males.,of,,
CSA,"The luminal pressure, cross-sectional area, latency and velocity of CSA decrease were compared when using 3 ms, 9, 12, 15 or 30 mA pulses at 10 Hz for 10 s, and 15 mA, 0.03, 0.3 or 3 ms pulses at 10 Hz for 10 s.","The luminal pressure, CSA, latency and velocity of CSA decrease were compared when using 3 ms, 9, 12, 15 or 30 mA pulses at 10 Hz for 10 s, and 15 mA, 0.03, 0.3 or 3 ms pulses at 10 Hz for 10 s.","The luminal pressure, colony-stimulating activity, latency and velocity of CSA decrease were compared when using 3 ms, 9, 12, 15 or 30 mA pulses at 10 Hz for 10 s, and 15 mA, 0.03, 0.3 or 3 ms pulses at 10 Hz for 10 s.",latency,,
CSF,"In both cases, MR imaging confirmed that each EAFC was subdural, resembled cerebrospinal fluid, and had distorted the superior cerebellum anteroinferiorly.","In both cases, MR imaging confirmed that each EAFC was subdural, resembled CSF, and had distorted the superior cerebellum anteroinferiorly.","In both cases, MR imaging confirmed that each EAFC was subdural, resembled Colony-stimulating factor, and had distorted the superior cerebellum anteroinferiorly.",and,,
CSF,The authors therefore reviewed their experience with subdural fluid collections in 40 consecutive patients with spontaneous spinal cerebrospinal fluid leaks and intracranial hypotension.,The authors therefore reviewed their experience with subdural fluid collections in 40 consecutive patients with spontaneous spinal CSF leaks and intracranial hypotension.,The authors therefore reviewed their experience with subdural fluid collections in 40 consecutive patients with spontaneous spinal Colony-stimulating factor leaks and intracranial hypotension.,leaks,,
CSF,"Of 3726 cerebrospinal fluid culture samples analyzed, 1348 (217 patients) showed bacterial growth; of these 97 (obtained in 58 patients [9%]) were considered to represent an infection, 106 (in 68 patients [11%]) colonization, and 145 (in 91 patients [14%]) contamination.","Of 3726 CSF culture samples analyzed, 1348 (217 patients) showed bacterial growth; of these 97 (obtained in 58 patients [9%]) were considered to represent an infection, 106 (in 68 patients [11%]) colonization, and 145 (in 91 patients [14%]) contamination.","Of 3726 Colony-stimulating factor culture samples analyzed, 1348 (217 patients) showed bacterial growth; of these 97 (obtained in 58 patients [9%]) were considered to represent an infection, 106 (in 68 patients [11%]) colonization, and 145 (in 91 patients [14%]) contamination.",culture,,
CSF,An observable intraoperative cerebrospinal fluid leak was strongly associated with an increased incidence of both transient (33.3%) and persistent (4.4%) DI.,An observable intraoperative CSF leak was strongly associated with an increased incidence of both transient (33.3%) and persistent (4.4%) DI.,An observable intraoperative Colony-stimulating factor leak was strongly associated with an increased incidence of both transient (33.3%) and persistent (4.4%) DI.,leak,,
CSF,"Diffuse cerebrospinal fluid enhancement following gadolinium administration is a rarely recognized phenomenon, and its mechanism is not fully understood.","Diffuse CSF enhancement following gadolinium administration is a rarely recognized phenomenon, and its mechanism is not fully understood.","Diffuse Colony-stimulating factor enhancement following gadolinium administration is a rarely recognized phenomenon, and its mechanism is not fully understood.",enhancement,,
CTA,This study used immunohistochemical methods to determine if the medial prefrontal cortex (mPFC) is involved in the extinction of a conditioned taste aversion and.,This study used immunohistochemical methods to determine if the medial prefrontal cortex (mPFC) is involved in the extinction of a CTA and.,This study used immunohistochemical methods to determine if the medial prefrontal cortex (mPFC) is involved in the extinction of a CT angiography and.,and,,
CTA,"conditioned taste aversion, is a form of Pavlovian learning wherein a novel flavour is powerfully associated with subsequent feelings of illness, and is afterwards avoided.","CTA, is a form of Pavlovian learning wherein a novel flavour is powerfully associated with subsequent feelings of illness, and is afterwards avoided.","CT angiography, is a form of Pavlovian learning wherein a novel flavour is powerfully associated with subsequent feelings of illness, and is afterwards avoided.",is,,
CTA,A conditioned taste aversion paradigm was used in the present study to investigate whether CTA produced by exercise could be attenuated by the 5-HT(3) receptor antagonist granisetron.,A CTA paradigm was used in the present study to investigate whether CTA produced by exercise could be attenuated by the 5-HT(3) receptor antagonist granisetron.,A CT angiography paradigm was used in the present study to investigate whether CTA produced by exercise could be attenuated by the 5-HT(3) receptor antagonist granisetron.,paradigm,,
CTA,"In conditioned taste aversion, the animals learn to avoid a taste substance (conditioned stimulus, CS) which was previously associated with visceral distress (unconditioned stimulus, US).","In CTA, the animals learn to avoid a taste substance (conditioned stimulus, CS) which was previously associated with visceral distress (unconditioned stimulus, US).","In CT angiography, the animals learn to avoid a taste substance (conditioned stimulus, CS) which was previously associated with visceral distress (unconditioned stimulus, US).",the,,
CTA,conditioned taste aversion training during adolescence produces long-term effects on preventing high alcohol drinking behavior of P rats.,CTA training during adolescence produces long-term effects on preventing high alcohol drinking behavior of P rats.,CT angiography training during adolescence produces long-term effects on preventing high alcohol drinking behavior of P rats.,training,,
CVA,"Low serum albumin and phosphorus concentrations, dementia, and cerebrovascular accident were significant risk factors for malnutrition.","Low serum albumin and phosphorus concentrations, dementia, and CVA were significant risk factors for malnutrition.","Low serum albumin and phosphorus concentrations, dementia, and Cough variant asthma were significant risk factors for malnutrition.",were,,
CVA,Logistic regression indicated that poly-AED subjects were more likely to have a diagnosis of epilepsy/seizure (epi/sz) and less likely to have a diagnosis of cerebrovascular accident therefore.,Logistic regression indicated that poly-AED subjects were more likely to have a diagnosis of epilepsy/seizure (epi/sz) and less likely to have a diagnosis of CVA therefore.,Logistic regression indicated that poly-AED subjects were more likely to have a diagnosis of epilepsy/seizure (epi/sz) and less likely to have a diagnosis of Cough variant asthma therefore.,therefore,,
CVA,"The most frequent organic pathology, for both DP and AS, was a severe traumatic brain injury, followed by cerebral anoxia/hypoxia, cerebrovascular accident and others.","The most frequent organic pathology, for both DP and AS, was a severe traumatic brain injury, followed by cerebral anoxia/hypoxia, CVA and others.","The most frequent organic pathology, for both DP and AS, was a severe traumatic brain injury, followed by cerebral anoxia/hypoxia, Cough variant asthma and others.",others,,
CVA,"INTRODUCTION AND AIM: One out of three persons will die of cerebrovascular accident, another one will be disabled, and the third one will recover.","INTRODUCTION AND AIM: One out of three persons will die of CVA, another one will be disabled, and the third one will recover.","INTRODUCTION AND AIM: One out of three persons will die of Cough variant asthma, another one will be disabled, and the third one will recover.",another,,
CVA,Spastic hypertonia is a common sequelae after a cerebrovascular accident and is a component of an upper motoneuron lesion.,Spastic hypertonia is a common sequelae after a CVA and is a component of an upper motoneuron lesion.,Spastic hypertonia is a common sequelae after a Cough variant asthma and is a component of an upper motoneuron lesion.,and,,
CVI,Authors present 7-year follow up of 567 patients with initial forms of Chronic Venous Insufficiency of lower extremities (442 patients with C-1 class and 125 patients with C-2 class).,Authors present 7-year follow up of 567 patients with initial forms of CVI of lower extremities (442 patients with C-1 class and 125 patients with C-2 class).,Authors present 7-year follow up of 567 patients with initial forms of common variable immunodeficiency of lower extremities (442 patients with C-1 class and 125 patients with C-2 class).,lower,,
CVI,Chronic Venous Insufficiency changes capillary permeability.,CVI changes capillary permeability.,common variable immunodeficiency changes capillary permeability.,changes,,
CVI,"METHODS: Self-administered questionnaire on subjective symptoms of Chronic Venous Insufficiency in the lower limbs, and clinical examination, including colour duplex ultrasonography to assess the presence and severity of varicose veins.","METHODS: Self-administered questionnaire on subjective symptoms of CVI in the lower limbs, and clinical examination, including colour duplex ultrasonography to assess the presence and severity of varicose veins.","METHODS: Self-administered questionnaire on subjective symptoms of common variable immunodeficiency in the lower limbs, and clinical examination, including colour duplex ultrasonography to assess the presence and severity of varicose veins.",in,,
CVI,Venous ulcer is a severe clinical manifestation of Chronic Venous Insufficiency and.,Venous ulcer is a severe clinical manifestation of CVI and.,Venous ulcer is a severe clinical manifestation of common variable immunodeficiency and.,and,,
CVI,"The aim of this independent study was to demonstrate the rapidity of the clinical action of HR 0-(beta-hydroxyethyl)-rutosides, Venoruton (Novartis Consumer Health) in patients with Chronic Venous Insufficiency and.","The aim of this independent study was to demonstrate the rapidity of the clinical action of HR 0-(beta-hydroxyethyl)-rutosides, Venoruton (Novartis Consumer Health) in patients with CVI and.","The aim of this independent study was to demonstrate the rapidity of the clinical action of HR 0-(beta-hydroxyethyl)-rutosides, Venoruton (Novartis Consumer Health) in patients with common variable immunodeficiency and.",and,,
CVS,"Since the first application of this technique to prenatal testing in the early 1970's, this procedure has proved to be highly reliable for identifying chromosome copy number abnormalities (aneuploidy) and large structural rearrangements in foetal cells obtained invasively by either amniocentesis or chorionic villus sampling therefore.","Since the first application of this technique to prenatal testing in the early 1970's, this procedure has proved to be highly reliable for identifying chromosome copy number abnormalities (aneuploidy) and large structural rearrangements in foetal cells obtained invasively by either amniocentesis or CVS therefore.","Since the first application of this technique to prenatal testing in the early 1970's, this procedure has proved to be highly reliable for identifying chromosome copy number abnormalities (aneuploidy) and large structural rearrangements in foetal cells obtained invasively by either amniocentesis or cardiovascular system therefore.",therefore,,
CVS,METHODS: The GSV was measured using three-dimensional (3D) ultrasound in 500 consecutive singleton pregnancies immediately before chorionic villus sampling for fetal karyotyping at 11 to 13 + 6 (median 12) weeks of gestation.,METHODS: The GSV was measured using three-dimensional (3D) ultrasound in 500 consecutive singleton pregnancies immediately before CVS for fetal karyotyping at 11 to 13 + 6 (median 12) weeks of gestation.,METHODS: The GSV was measured using three-dimensional (3D) ultrasound in 500 consecutive singleton pregnancies immediately before cardiovascular system for fetal karyotyping at 11 to 13 + 6 (median 12) weeks of gestation.,for,,
CVS,OBJECTIVE: This trial compared two instruments for transcervical chorionic villus sampling and.,OBJECTIVE: This trial compared two instruments for transcervical CVS and.,OBJECTIVE: This trial compared two instruments for transcervical cardiovascular system and.,and,,
CVS,"METHODS: Using subjects recruited during a randomized trial funded by the National Institute of Child Health and Human Development, which compared early amniocentesis and late transabdominal chorionic villus sampling in weeks 13 and 14, rates of gestational hypertension and preeclampsia were compared between cases with varying degrees of placental disruption.","METHODS: Using subjects recruited during a randomized trial funded by the National Institute of Child Health and Human Development, which compared early amniocentesis and late transabdominal CVS in weeks 13 and 14, rates of gestational hypertension and preeclampsia were compared between cases with varying degrees of placental disruption.","METHODS: Using subjects recruited during a randomized trial funded by the National Institute of Child Health and Human Development, which compared early amniocentesis and late transabdominal cardiovascular system in weeks 13 and 14, rates of gestational hypertension and preeclampsia were compared between cases with varying degrees of placental disruption.",in,,
CVS,"To examine the potential impact of an individual risk-orientated two-stage approach to first-trimester screening it was assumed that, after first-trimester combined screening, chorionic villus sampling would be performed in all patients with a risk estimate of 1 in 100 or more and in none of those with a risk estimate of less than 1 in 1000.","To examine the potential impact of an individual risk-orientated two-stage approach to first-trimester screening it was assumed that, after first-trimester combined screening, CVS would be performed in all patients with a risk estimate of 1 in 100 or more and in none of those with a risk estimate of less than 1 in 1000.","To examine the potential impact of an individual risk-orientated two-stage approach to first-trimester screening it was assumed that, after first-trimester combined screening, cardiovascular system would be performed in all patients with a risk estimate of 1 in 100 or more and in none of those with a risk estimate of less than 1 in 1000.",would,,
DIC,"Massive bee envenomations can result in immediate onset of shock, hemolysis, rhabdomyolysis, Disseminated intravascular coagulation, coma, and renal failure.","Massive bee envenomations can result in immediate onset of shock, hemolysis, rhabdomyolysis, DIC, coma, and renal failure.","Massive bee envenomations can result in immediate onset of shock, hemolysis, rhabdomyolysis, differential interference contrast, coma, and renal failure.",coma,,
DIC,It tends to bleed with Disseminated intravascular coagulation and intracranial hemorrhage complication is often fatal.,It tends to bleed with DIC and intracranial hemorrhage complication is often fatal.,It tends to bleed with differential interference contrast and intracranial hemorrhage complication is often fatal.,and,,
DIC,"During endotoxaemia, lipopolysaccharide (LPS, endotoxin) and proinflammatory cytokines trigger the development of Disseminated intravascular coagulation via the tissue factor-dependent pathway of coagulation.","During endotoxaemia, lipopolysaccharide (LPS, endotoxin) and proinflammatory cytokines trigger the development of DIC via the tissue factor-dependent pathway of coagulation.","During endotoxaemia, lipopolysaccharide (LPS, endotoxin) and proinflammatory cytokines trigger the development of differential interference contrast via the tissue factor-dependent pathway of coagulation.",via,,
DIC,Increased clotting was observed in isolated cases diagnosed with low-grade Disseminated intravascular coagulation and.,Increased clotting was observed in isolated cases diagnosed with low-grade DIC and.,Increased clotting was observed in isolated cases diagnosed with low-grade differential interference contrast and.,and,,
DIC,Tissues were collected and examined histologically to assess the presence of Disseminated intravascular coagulation therefore.,Tissues were collected and examined histologically to assess the presence of DIC therefore.,Tissues were collected and examined histologically to assess the presence of differential interference contrast therefore.,therefore,,
DIP,"We investigated the association of 7 novel SNP located downstream of the IL-10 transcription start site: -2849,-2763, -1330, -1082, -819, and -592, constituting the 4 ancient haplotypes, with distal interphalangeal OA.","We investigated the association of 7 novel SNP located downstream of the IL-10 transcription start site: -2849,-2763, -1330, -1082, -819, and -592, constituting the 4 ancient haplotypes, with DIP OA.","We investigated the association of 7 novel SNP located downstream of the IL-10 transcription start site: -2849,-2763, -1330, -1082, -819, and -592, constituting the 4 ancient haplotypes, with Desquamative interstitial pneumonia OA.",OA,,
DIP,"Twelve patients were onychopathic, of whom 11 showed distal interphalangeal joint arthritis.","Twelve patients were onychopathic, of whom 11 showed DIP joint arthritis.","Twelve patients were onychopathic, of whom 11 showed Desquamative interstitial pneumonia joint arthritis.",joint,,
DIP,"On physical examination, the cascade of the fingers will be disrupted, and distal interphalangeal joint flexion must be isolated to determine if the FDP tendon is continuous, as other mechanisms are present to enable finger flexion at the other joints.","On physical examination, the cascade of the fingers will be disrupted, and DIP joint flexion must be isolated to determine if the FDP tendon is continuous, as other mechanisms are present to enable finger flexion at the other joints.","On physical examination, the cascade of the fingers will be disrupted, and Desquamative interstitial pneumonia joint flexion must be isolated to determine if the FDP tendon is continuous, as other mechanisms are present to enable finger flexion at the other joints.",joint,,
DIP,The force in the DDFT was calculated by assuming that the extending moment at the distal interphalangeal joint resulting from the GRF was equal to the flexing moment created by the force in the DDFT during the stance phase (inverse dynamics).,The force in the DDFT was calculated by assuming that the extending moment at the DIP joint resulting from the GRF was equal to the flexing moment created by the force in the DDFT during the stance phase (inverse dynamics).,The force in the DDFT was calculated by assuming that the extending moment at the Desquamative interstitial pneumonia joint resulting from the GRF was equal to the flexing moment created by the force in the DDFT during the stance phase (inverse dynamics).,joint,,
DIP,"RESULTS: Anti-CCP were detected in 16/102 patients, 8/68 with symmetric polyarthritis, 1/8 with asymmetric polyarthritis, 2/20 with mono-oligoarthritis, 1/2 with mutilating arthritis, and 0/4 with exclusive axial or distal interphalangeal involvement.","RESULTS: Anti-CCP were detected in 16/102 patients, 8/68 with symmetric polyarthritis, 1/8 with asymmetric polyarthritis, 2/20 with mono-oligoarthritis, 1/2 with mutilating arthritis, and 0/4 with exclusive axial or DIP involvement.","RESULTS: Anti-CCP were detected in 16/102 patients, 8/68 with symmetric polyarthritis, 1/8 with asymmetric polyarthritis, 2/20 with mono-oligoarthritis, 1/2 with mutilating arthritis, and 0/4 with exclusive axial or Desquamative interstitial pneumonia involvement.",involvement,,
DLCO,"The response to the treatment was evaluated by diffusing capacity for carbon monoxide, alveolar-arterial oxygen gradient ([A-a]DO2).","The response to the treatment was evaluated by DLCO, alveolar-arterial oxygen gradient ([A-a]DO2).","The response to the treatment was evaluated by carbon monoxide diffusing capacity, alveolar-arterial oxygen gradient ([A-a]DO2).",alveolar,,
DLCO,We found a significant correlation of serum KL-6 concentrations with vital capacity and with diffusing capacity for carbon monoxide therefore.,We found a significant correlation of serum KL-6 concentrations with vital capacity and with DLCO therefore.,We found a significant correlation of serum KL-6 concentrations with vital capacity and with carbon monoxide diffusing capacity therefore.,therefore,,
DLCO,"These changes correlated with the changes in FEV1 (R = 0.3, P<0.01 6 months after LVRS) and diffusing capacity for carbon monoxide (R = 0.5, P<0.01 6 months after LVRS) therefore.","These changes correlated with the changes in FEV1 (R = 0.3, P<0.01 6 months after LVRS) and DLCO (R = 0.5, P<0.01 6 months after LVRS) therefore.","These changes correlated with the changes in FEV1 (R = 0.3, P<0.01 6 months after LVRS) and carbon monoxide diffusing capacity (R = 0.5, P<0.01 6 months after LVRS) therefore.",therefore,,
DLCO,This retrospective analytic study evaluated whether abnormal diffusing capacity for carbon monoxide is a predictor of postoperative morbidity and mortality in patients undergoing pneumonectomy for lung cancer.,This retrospective analytic study evaluated whether abnormal DLCO is a predictor of postoperative morbidity and mortality in patients undergoing pneumonectomy for lung cancer.,This retrospective analytic study evaluated whether abnormal carbon monoxide diffusing capacity is a predictor of postoperative morbidity and mortality in patients undergoing pneumonectomy for lung cancer.,is,,
DLCO,"Significant correlations have previously been found between indices of air flow obstruction, hyperinflation, reduced diffusing capacity for carbon monoxide, and the extent of emphysema (emph.%) assessed by HRCT.","Significant correlations have previously been found between indices of air flow obstruction, hyperinflation, reduced DLCO, and the extent of emphysema (emph.%) assessed by HRCT.","Significant correlations have previously been found between indices of air flow obstruction, hyperinflation, reduced carbon monoxide diffusing capacity, and the extent of emphysema (emph.%) assessed by HRCT.",and,,
DNR,"This study was to investigate the mechanism of quercetin restoring subcellular distribution of daunorubicin in multidrug resistant leukemia cell lines, K562/ADM and HL-60/ADM, and reversing their MDR.","This study was to investigate the mechanism of quercetin restoring subcellular distribution of DNR in multidrug resistant leukemia cell lines, K562/ADM and HL-60/ADM, and reversing their MDR.","This study was to investigate the mechanism of quercetin restoring subcellular distribution of do-not-resuscitate in multidrug resistant leukemia cell lines, K562/ADM and HL-60/ADM, and reversing their MDR.",in,,
DNR,"In this work, three compounds that were shown to inhibit the MRP1-mediated efflux of daunorubicin have been studied.","In this work, three compounds that were shown to inhibit the MRP1-mediated efflux of DNR have been studied.","In this work, three compounds that were shown to inhibit the MRP1-mediated efflux of do-not-resuscitate have been studied.",have,,
DNR,Depletion of MDR1 by si-MDR1 correlated with the increased sensitivity of the cells to cytotoxic agents and with the enhanced intracellular retention of daunorubicin therefore.,Depletion of MDR1 by si-MDR1 correlated with the increased sensitivity of the cells to cytotoxic agents and with the enhanced intracellular retention of DNR therefore.,Depletion of MDR1 by si-MDR1 correlated with the increased sensitivity of the cells to cytotoxic agents and with the enhanced intracellular retention of do-not-resuscitate therefore.,therefore,,
DNR,daunorubicin sensitivity profiles of leukemia cell lines were obtained with MTT assay.,DNR sensitivity profiles of leukemia cell lines were obtained with MTT assay.,do-not-resuscitate sensitivity profiles of leukemia cell lines were obtained with MTT assay.,sensitivity,,
DNR,Peripheral blood mononuclear cells were isolated by gradient centrifugation and incubated with daunorubicin (a fluorescent drug extruded by P-gp).,Peripheral blood mononuclear cells were isolated by gradient centrifugation and incubated with DNR (a fluorescent drug extruded by P-gp).,Peripheral blood mononuclear cells were isolated by gradient centrifugation and incubated with do-not-resuscitate (a fluorescent drug extruded by P-gp).,a,,
DWI,The authors used breast diffusion-weighted imaging to diagnose breast cancer and identify cancer extension.,The authors used breast DWI to diagnose breast cancer and identify cancer extension.,The authors used breast driving while intoxicated to diagnose breast cancer and identify cancer extension.,to,,
DWI,"BACKGROUND: Apart from diffusion-weighted imaging lesion volume and diffusion-perfusion mismatching, there is limited information about neuroradiological predictors of early prognosis after an ischaemic stroke.","BACKGROUND: Apart from DWI lesion volume and diffusion-perfusion mismatching, there is limited information about neuroradiological predictors of early prognosis after an ischaemic stroke.","BACKGROUND: Apart from driving while intoxicated lesion volume and diffusion-perfusion mismatching, there is limited information about neuroradiological predictors of early prognosis after an ischaemic stroke.",lesion,,
DWI,PURPOSE: The usefulness of diffusion-weighted imaging in the field of neuroradiology has been established.,PURPOSE: The usefulness of DWI in the field of neuroradiology has been established.,PURPOSE: The usefulness of driving while intoxicated in the field of neuroradiology has been established.,in,,
DWI,Previous studies have shown that diffusion-weighted imaging is useful for detecting microstructural degradation of neuronal tissue in neurodegenerative diseases.,Previous studies have shown that DWI is useful for detecting microstructural degradation of neuronal tissue in neurodegenerative diseases.,Previous studies have shown that driving while intoxicated is useful for detecting microstructural degradation of neuronal tissue in neurodegenerative diseases.,is,,
DWI,We examined whether the presence of diffusion-weighted imaging lesions and vessel occlusion on acute brain magnetic resonance images of minor stroke and transient ischemic attack patients predicted the occurrence of subsequent stroke and functional outcome. 120 transient ischemic attack or minor stroke (National Institutes of Health Stroke Scale,We examined whether the presence of DWI lesions and vessel occlusion on acute brain magnetic resonance images of minor stroke and transient ischemic attack patients predicted the occurrence of subsequent stroke and functional outcome. 120 transient ischemic attack or minor stroke (National Institutes of Health Stroke Scale,We examined whether the presence of driving while intoxicated lesions and vessel occlusion on acute brain magnetic resonance images of minor stroke and transient ischemic attack patients predicted the occurrence of subsequent stroke and functional outcome. 120 transient ischemic attack or minor stroke (National Institutes of Health Stroke Scale,lesions,,
EBL,"The mean Estimated blood loss was 310 ml, and the mean operative time was 150 minutes in cases of one-level fusion.","The mean EBL was 310 ml, and the mean operative time was 150 minutes in cases of one-level fusion.","The mean enzootic bovine leukosis was 310 ml, and the mean operative time was 150 minutes in cases of one-level fusion.",was,,
EBL,RESULTS: The total of the components of lost GV was termed Estimated blood loss and.,RESULTS: The total of the components of lost GV was termed EBL and.,RESULTS: The total of the components of lost GV was termed enzootic bovine leukosis and.,and,,
EBL,"Operative time, Estimated blood loss, and specimen weight and characteristics, were recorded.","Operative time, EBL, and specimen weight and characteristics, were recorded.","Operative time, enzootic bovine leukosis, and specimen weight and characteristics, were recorded.",and,,
EBL,"The mean Estimated blood loss and serum hemoglobin decrease (preoperative to postoperative day 1) were lower in the NHT cohort than the non-NHT cohort: 160 mL and 2.4 g/dL vs. 317 mL and 3.1 g/dL, respectively.","The mean EBL and serum hemoglobin decrease (preoperative to postoperative day 1) were lower in the NHT cohort than the non-NHT cohort: 160 mL and 2.4 g/dL vs. 317 mL and 3.1 g/dL, respectively.","The mean enzootic bovine leukosis and serum hemoglobin decrease (preoperative to postoperative day 1) were lower in the NHT cohort than the non-NHT cohort: 160 mL and 2.4 g/dL vs. 317 mL and 3.1 g/dL, respectively.",and,,
EBL,"OT, Estimated blood loss, length of stay, and catheterization time were also obtained.","OT, EBL, length of stay, and catheterization time were also obtained.","OT, enzootic bovine leukosis, length of stay, and catheterization time were also obtained.",length,,
ECG,"The electrocardiogram revealed ST-elevation in leads II, III, and aVF and ST-depression in leads V3 to V6.","The ECG revealed ST-elevation in leads II, III, and aVF and ST-depression in leads V3 to V6.","The electrocardiographic revealed ST-elevation in leads II, III, and aVF and ST-depression in leads V3 to V6.",revealed,,
ECG,"Installed sensors and devices in the house monitor biosignals such as bedside electrocardiogram, snoring, weight, and movement pattern.","Installed sensors and devices in the house monitor biosignals such as bedside ECG, snoring, weight, and movement pattern.","Installed sensors and devices in the house monitor biosignals such as bedside electrocardiographic, snoring, weight, and movement pattern.",snoring,,
