abbr,sentence_a,sentence_b,sentence_c
CMS,cytoplasmic male sterility ( CMS ) is a maternally inherited defect in pollen production specified by novel mitochondrial genes.,cytoplasmic male sterility ( CMS ) is a maternally inherited defect in pollen production specified by novel mitochondrial genes.,cytoplasmic male sterility ( CMS ) is a maternally inherited defect in pollen production specified by novel mitochondrial genes.
CMS,"The objective of this research was to develop STS markers tightly linked with Rf1, the fertility restoring gene for cytoplasmic male sterility ( CMS ) in cotton (Gossypium hirsutum L.).","The objective of this research was to develop STS markers tightly linked with Rf1, the fertility restoring gene for cytoplasmic male sterility ( CMS ) in cotton (Gossypium hirsutum L.).","The objective of this research was to develop STS markers tightly linked with Rf1, the fertility restoring gene for cytoplasmic male sterility ( CMS ) in cotton (Gossypium hirsutum L.)."
CMS,"In Brassica species, alloplasmic lines displaying cytoplasmic male sterility ( CMS ) are established by combining the nucleus from B. rapa with the cytoplasm from Diplotaxis muralis.","In Brassica species, alloplasmic lines displaying cytoplasmic male sterility ( CMS ) are established by combining the nucleus from B. rapa with the cytoplasm from Diplotaxis muralis.","In Brassica species, alloplasmic lines displaying cytoplasmic male sterility ( CMS ) are established by combining the nucleus from B. rapa with the cytoplasm from Diplotaxis muralis."
CMS,Homeotic-like flower morphologies in plants with cytoplasmic male sterility ( CMS ) are maternally inherited and associated with rearrangements in mitochondrial DNA.,Homeotic-like flower morphologies in plants with cytoplasmic male sterility ( CMS ) are maternally inherited and associated with rearrangements in mitochondrial DNA.,Homeotic-like flower morphologies in plants with cytoplasmic male sterility ( CMS ) are maternally inherited and associated with rearrangements in mitochondrial DNA.
CMS,"cytoplasmic male sterility ( CMS ) has been used in the breeding of sugar beet for decades but is also more generally an important feature of the reproductive system in its wild relative, Beta vulgaris ssp. maritima.","cytoplasmic male sterility ( CMS ) has been used in the breeding of sugar beet for decades but is also more generally an important feature of the reproductive system in its wild relative, Beta vulgaris ssp. maritima.","cytoplasmic male sterility ( CMS ) has been used in the breeding of sugar beet for decades but is also more generally an important feature of the reproductive system in its wild relative, Beta vulgaris ssp. maritima."
CMS,The combination of cytoplasmic male sterility ( CMS ) in one parent and a restorer gene ( Rf) to restore fertility in another are indispensable for the development of hybrid varieties.,The combination of cytoplasmic male sterility ( CMS ) in one parent and a restorer gene ( Rf) to restore fertility in another are indispensable for the development of hybrid varieties.,The combination of cytoplasmic male sterility ( CMS ) in one parent and a restorer gene ( Rf) to restore fertility in another are indispensable for the development of hybrid varieties.
CMS,"A cytoplasmic male sterility ( CMS ) system for Brassica napus (2n = 38; AACC) was developed by backcross substitution of its nucleus into the cytoplasm of a wild crucifer, Enarthrocarpus lyratus.","A cytoplasmic male sterility ( CMS ) system for Brassica napus (2n = 38; AACC) was developed by backcross substitution of its nucleus into the cytoplasm of a wild crucifer, Enarthrocarpus lyratus.","A cytoplasmic male sterility ( CMS ) system for Brassica napus (2n = 38; AACC) was developed by backcross substitution of its nucleus into the cytoplasm of a wild crucifer, Enarthrocarpus lyratus."
CMS,The present study was aimed at characterizing cytoplasmic male sterility ( CMS ) and identifying the fertility restorer gene for CMS (Diplotaxis catholica) Brassica juncea derived through sexual hybridization.,The present study was aimed at characterizing cytoplasmic male sterility ( CMS ) and identifying the fertility restorer gene for CMS (Diplotaxis catholica) Brassica juncea derived through sexual hybridization.,The present study was aimed at characterizing cytoplasmic male sterility ( CMS ) and identifying the fertility restorer gene for CMS (Diplotaxis catholica) Brassica juncea derived through sexual hybridization.
CMS,"To identify regions of the mitochondrial genome potentially involved in the expression of alloplasmic 'Tournefortii-Stiewe' cytoplasmic male sterility ( CMS ) in Brassica napus, transcripts of 25 mitochondrial genes were analysed in fertile and near isogenic male-sterile plants (BC(8) generation).","To identify regions of the mitochondrial genome potentially involved in the expression of alloplasmic 'Tournefortii-Stiewe' cytoplasmic male sterility ( CMS ) in Brassica napus, transcripts of 25 mitochondrial genes were analysed in fertile and near isogenic male-sterile plants (BC(8) generation).","To identify regions of the mitochondrial genome potentially involved in the expression of alloplasmic 'Tournefortii-Stiewe' cytoplasmic male sterility ( CMS ) in Brassica napus, transcripts of 25 mitochondrial genes were analysed in fertile and near isogenic male-sterile plants (BC(8) generation)."
CMS,"Nuclear-cytoplasmic gynodioecy is a breeding system of plants in which females and hermaphrodites co-occur in populations, and gender is jointly determined by cytoplasmic male sterility ( CMS ) genes and nuclear restorers of male fertility.","Nuclear-cytoplasmic gynodioecy is a breeding system of plants in which females and hermaphrodites co-occur in populations, and gender is jointly determined by cytoplasmic male sterility ( CMS ) genes and nuclear restorers of male fertility.","Nuclear-cytoplasmic gynodioecy is a breeding system of plants in which females and hermaphrodites co-occur in populations, and gender is jointly determined by cytoplasmic male sterility ( CMS ) genes and nuclear restorers of male fertility."
CMS,"A single radish nuclear gene, Rfo, restores Ogura (ogu) cytoplasmic male sterility ( CMS ) in Brassica napus.","A single radish nuclear gene, Rfo, restores Ogura (ogu) cytoplasmic male sterility ( CMS ) in Brassica napus.","A single radish nuclear gene, Rfo, restores Ogura (ogu) cytoplasmic male sterility ( CMS ) in Brassica napus."
CMS,A fertility restorer gene (Rf-1) of [ms-bo] cytoplasmic male sterility ( CMS ) in rice has been reported to be responsible for the processing of RNA of aberrant atp6 of mitochondria.,A fertility restorer gene (Rf-1) of [ms-bo] cytoplasmic male sterility ( CMS ) in rice has been reported to be responsible for the processing of RNA of aberrant atp6 of mitochondria.,A fertility restorer gene (Rf-1) of [ms-bo] cytoplasmic male sterility ( CMS ) in rice has been reported to be responsible for the processing of RNA of aberrant atp6 of mitochondria.
CMS,"cytoplasmic male sterility ( CMS ) in plants is a maternally inherited inability to produce functional pollen, and is often associated with mitochondrial DNA abnormalities.","cytoplasmic male sterility ( CMS ) in plants is a maternally inherited inability to produce functional pollen, and is often associated with mitochondrial DNA abnormalities.","cytoplasmic male sterility ( CMS ) in plants is a maternally inherited inability to produce functional pollen, and is often associated with mitochondrial DNA abnormalities."
CMS,A new cytoplasmic male sterility ( CMS ) source in Brassica juncea (2n = 36; AABB) was developed by substituting its nucleus into the cytoplasm of Enarthrocarpus lyratus (2n = 20; E(l)E(l)).,A new cytoplasmic male sterility ( CMS ) source in Brassica juncea (2n = 36; AABB) was developed by substituting its nucleus into the cytoplasm of Enarthrocarpus lyratus (2n = 20; E(l)E(l)).,A new cytoplasmic male sterility ( CMS ) source in Brassica juncea (2n = 36; AABB) was developed by substituting its nucleus into the cytoplasm of Enarthrocarpus lyratus (2n = 20; E(l)E(l)).
CMS,"Ogura cytoplasmic male sterility ( CMS ) in radish (Raphanus sativus) is caused by an aberrant mitochondrial gene, Orf138, that prevents the production of functional pollen without affecting female fertility.","Ogura cytoplasmic male sterility ( CMS ) in radish (Raphanus sativus) is caused by an aberrant mitochondrial gene, Orf138, that prevents the production of functional pollen without affecting female fertility.","Ogura cytoplasmic male sterility ( CMS ) in radish (Raphanus sativus) is caused by an aberrant mitochondrial gene, Orf138, that prevents the production of functional pollen without affecting female fertility."
CMV,"Following addition of indinavir to the therapy regimen, no semen samples from 21 men with controlled peripheral and seminal viral loads were 2-LTR cDNA positive at 1 and 6 month time points, despite the persistence of HIV-1 proviral DNA+ semen cells and seminal cytomegalovirus ( CMV ) shedding in some cases.","Following addition of indinavir to the therapy regimen, no semen samples from 21 men with controlled peripheral and seminal viral loads were 2-LTR cDNA positive at 1 and 6 month time points, despite the persistence of HIV-1 proviral DNA+ semen cells and seminal cytomegalovirus ( CMV ) shedding in some cases.","Following addition of indinavir to the therapy regimen, no semen samples from 21 men with controlled peripheral and seminal viral loads were 2-LTR cDNA positive at 1 and 6 month time points, despite the persistence of HIV-1 proviral DNA+ semen cells and seminal cytomegalovirus ( CMV ) shedding in some cases."
CMV,cytomegalovirus ( CMV ) is the most common cause of congenital infection in humans.,cytomegalovirus ( CMV ) is the most common cause of congenital infection in humans.,cytomegalovirus ( CMV ) is the most common cause of congenital infection in humans.
CMV,"BACKGROUND: Currently, there is no effective intervention for a primary cytomegalovirus ( CMV ) infection during pregnancy.","BACKGROUND: Currently, there is no effective intervention for a primary cytomegalovirus ( CMV ) infection during pregnancy.","BACKGROUND: Currently, there is no effective intervention for a primary cytomegalovirus ( CMV ) infection during pregnancy."
CMV,The safety of discontinuation of maintenance therapy for cytomegalovirus ( CMV ) retinitis and incidence of immune recovery uveitis following potent antiretroviral therapy.,The safety of discontinuation of maintenance therapy for cytomegalovirus ( CMV ) retinitis and incidence of immune recovery uveitis following potent antiretroviral therapy.,The safety of discontinuation of maintenance therapy for cytomegalovirus ( CMV ) retinitis and incidence of immune recovery uveitis following potent antiretroviral therapy.
CMV,"The cytomegalovirus ( CMV ) maturational protease, assemblin, contains an'internal'(I) cleavage site absent from its homologs in other herpesviruses.","The cytomegalovirus ( CMV ) maturational protease, assemblin, contains an'internal'(I) cleavage site absent from its homologs in other herpesviruses.","The cytomegalovirus ( CMV ) maturational protease, assemblin, contains an'internal'(I) cleavage site absent from its homologs in other herpesviruses."
CMV,"Allitridin could up-regulate the expression of T-bet and IFN-gamma and inhibit the expression of GATA-3 and IL-10 in M CMV -infected mice, indicating a Th1 dominant state, which should enhance the specific cellular immune reactions against cytomegalovirus ( CMV ) and be helpful for clearance of CMV from the host.","Allitridin could up-regulate the expression of T-bet and IFN-gamma and inhibit the expression of GATA-3 and IL-10 in M CMV -infected mice, indicating a Th1 dominant state, which should enhance the specific cellular immune reactions against cytomegalovirus ( CMV ) and be helpful for clearance of CMV from the host.","Allitridin could up-regulate the expression of T-bet and IFN-gamma and inhibit the expression of GATA-3 and IL-10 in M CMV -infected mice, indicating a Th1 dominant state, which should enhance the specific cellular immune reactions against cytomegalovirus ( CMV ) and be helpful for clearance of CMV from the host."
CMV,cytomegalovirus ( CMV ) infection remains an important complication of transplantation.,cytomegalovirus ( CMV ) infection remains an important complication of transplantation.,cytomegalovirus ( CMV ) infection remains an important complication of transplantation.
CMV,Congenital cytomegalovirus ( CMV ) infection occurs in approximately 1% of newborns and is the leading infectious cause of congenital birth defects.,Congenital cytomegalovirus ( CMV ) infection occurs in approximately 1% of newborns and is the leading infectious cause of congenital birth defects.,Congenital cytomegalovirus ( CMV ) infection occurs in approximately 1% of newborns and is the leading infectious cause of congenital birth defects.
CMV,OBJECTIVES: Symptomatic cytomegalovirus ( CMV ) infection can cause significant morbidity and occasional mortality after liver transplantation.,OBJECTIVES: Symptomatic cytomegalovirus ( CMV ) infection can cause significant morbidity and occasional mortality after liver transplantation.,OBJECTIVES: Symptomatic cytomegalovirus ( CMV ) infection can cause significant morbidity and occasional mortality after liver transplantation.
CMV,We describe here the first case of DLI treatment for cytomegalovirus ( CMV ) retinitis.,We describe here the first case of DLI treatment for cytomegalovirus ( CMV ) retinitis.,We describe here the first case of DLI treatment for cytomegalovirus ( CMV ) retinitis.
CMV,No single diagnostic test for cytomegalovirus ( CMV ) infection is currently available for pregnant women at all stages of gestation.,No single diagnostic test for cytomegalovirus ( CMV ) infection is currently available for pregnant women at all stages of gestation.,No single diagnostic test for cytomegalovirus ( CMV ) infection is currently available for pregnant women at all stages of gestation.
CNS,"In this study, the question of postural and focal components integration by the central nervous system ( CNS ) is investigated through whole body reaching task performance in microgravity.","In this study, the question of postural and focal components integration by the central nervous system ( CNS ) is investigated through whole body reaching task performance in microgravity.","In this study, the question of postural and focal components integration by the central nervous system ( CNS ) is investigated through whole body reaching task performance in microgravity."
CNS,"While adaptive immunity plays an important role in preventing WNV spread to the central nervous system ( CNS ), little is known about how alpha/beta interferon (IFN-alpha/beta) protects against peripheral and CNS infection.","While adaptive immunity plays an important role in preventing WNV spread to the central nervous system ( CNS ), little is known about how alpha/beta interferon (IFN-alpha/beta) protects against peripheral and CNS infection.","While adaptive immunity plays an important role in preventing WNV spread to the central nervous system ( CNS ), little is known about how alpha/beta interferon (IFN-alpha/beta) protects against peripheral and CNS infection."
CNS,"The spectrum of post-streptococcal disease of the central nervous system ( CNS ) has been widened recently and includes movement disorders (chorea, tics, dystonia, and Parkinsonism), psychiatric disorders (particularly emotional disorders), and associated sleep disorders.","The spectrum of post-streptococcal disease of the central nervous system ( CNS ) has been widened recently and includes movement disorders (chorea, tics, dystonia, and Parkinsonism), psychiatric disorders (particularly emotional disorders), and associated sleep disorders.","The spectrum of post-streptococcal disease of the central nervous system ( CNS ) has been widened recently and includes movement disorders (chorea, tics, dystonia, and Parkinsonism), psychiatric disorders (particularly emotional disorders), and associated sleep disorders."
CNS,The presence and function of CB2 receptors in central nervous system ( CNS ) neurons are controversial.,The presence and function of CB2 receptors in central nervous system ( CNS ) neurons are controversial.,The presence and function of CB2 receptors in central nervous system ( CNS ) neurons are controversial.
CNS,Clinical Relevance central nervous system ( CNS ) diseases may cause long-term disabilities.,Clinical Relevance central nervous system ( CNS ) diseases may cause long-term disabilities.,Clinical Relevance central nervous system ( CNS ) diseases may cause long-term disabilities.
CNS,"We conclude that the central nervous system ( CNS ) is usually not a 'sanctuary site', difficult to reach with combination antiretroviral treatment.","We conclude that the central nervous system ( CNS ) is usually not a 'sanctuary site', difficult to reach with combination antiretroviral treatment.","We conclude that the central nervous system ( CNS ) is usually not a 'sanctuary site', difficult to reach with combination antiretroviral treatment."
CNS,The 14-3-3 protein family consists of acidic 30-kDa proteins composed of 7 isoforms expressed abundantly in neurons and glial cells of the central nervous system ( CNS ).,The 14-3-3 protein family consists of acidic 30-kDa proteins composed of 7 isoforms expressed abundantly in neurons and glial cells of the central nervous system ( CNS ).,The 14-3-3 protein family consists of acidic 30-kDa proteins composed of 7 isoforms expressed abundantly in neurons and glial cells of the central nervous system ( CNS ).
CNS,Leptomeningeal metastasis of primary central nervous system ( CNS ) neoplasms.,Leptomeningeal metastasis of primary central nervous system ( CNS ) neoplasms.,Leptomeningeal metastasis of primary central nervous system ( CNS ) neoplasms.
CNS,"Inhibitory molecules associated with myelin and the glial scar limit axon regeneration in the adult central nervous system ( CNS ), but the underlying signaling mechanisms of regeneration inhibition are not fully understood.","Inhibitory molecules associated with myelin and the glial scar limit axon regeneration in the adult central nervous system ( CNS ), but the underlying signaling mechanisms of regeneration inhibition are not fully understood.","Inhibitory molecules associated with myelin and the glial scar limit axon regeneration in the adult central nervous system ( CNS ), but the underlying signaling mechanisms of regeneration inhibition are not fully understood."
CNS,Four (80%) of these five patients suffered from disseminated disease of the central nervous system ( CNS ) at the time of presentation; this incidence is much higher than that reported in the combined adult and pediatric literature.,Four (80%) of these five patients suffered from disseminated disease of the central nervous system ( CNS ) at the time of presentation; this incidence is much higher than that reported in the combined adult and pediatric literature.,Four (80%) of these five patients suffered from disseminated disease of the central nervous system ( CNS ) at the time of presentation; this incidence is much higher than that reported in the combined adult and pediatric literature.
CNS,"Although the brain was traditionally considered as 'immunologically privileged', recent findings have implied an involvement of immune mechanisms in neurological disease and illness, including central nervous system ( CNS ) malignancies.","Although the brain was traditionally considered as 'immunologically privileged', recent findings have implied an involvement of immune mechanisms in neurological disease and illness, including central nervous system ( CNS ) malignancies.","Although the brain was traditionally considered as 'immunologically privileged', recent findings have implied an involvement of immune mechanisms in neurological disease and illness, including central nervous system ( CNS ) malignancies."
CNS,The primary function of this system is to provide continuous surveillance of the parenchyma and protect the central nervous system ( CNS ) during injury and disease.,The primary function of this system is to provide continuous surveillance of the parenchyma and protect the central nervous system ( CNS ) during injury and disease.,The primary function of this system is to provide continuous surveillance of the parenchyma and protect the central nervous system ( CNS ) during injury and disease.
CNS,Immunology of the central nervous system ( CNS ) is a growing field of study.,Immunology of the central nervous system ( CNS ) is a growing field of study.,Immunology of the central nervous system ( CNS ) is a growing field of study.
CNS,The mechanisms limiting myelin repair in human central nervous system ( CNS ) remain unknown.,The mechanisms limiting myelin repair in human central nervous system ( CNS ) remain unknown.,The mechanisms limiting myelin repair in human central nervous system ( CNS ) remain unknown.
CNS,In order to plan and control movements the central nervous system ( CNS ) needs to continuously keep track of the state of the musculoskeletal system.,In order to plan and control movements the central nervous system ( CNS ) needs to continuously keep track of the state of the musculoskeletal system.,In order to plan and control movements the central nervous system ( CNS ) needs to continuously keep track of the state of the musculoskeletal system.
CNS,"It may result in the loss of critical cellular components in complex systems like the central nervous system ( CNS ), which could lead to performance decrements that ultimately could compromise mission goals and long-term quality of life.","It may result in the loss of critical cellular components in complex systems like the central nervous system ( CNS ), which could lead to performance decrements that ultimately could compromise mission goals and long-term quality of life.","It may result in the loss of critical cellular components in complex systems like the central nervous system ( CNS ), which could lead to performance decrements that ultimately could compromise mission goals and long-term quality of life."
COPD,BACKGROUND: The observations that smokers with chronic obstructive pulmonary disease ( COPD ) are at increased risk of depression and that nicotine may have antidepressant effects and regulate mood provide a rationale for the use of antidepressant drugs for smoking cessation in patients with COPD .,BACKGROUND: The observations that smokers with chronic obstructive pulmonary disease ( COPD ) are at increased risk of depression and that nicotine may have antidepressant effects and regulate mood provide a rationale for the use of antidepressant drugs for smoking cessation in patients with COPD .,BACKGROUND: The observations that smokers with chronic obstructive pulmonary disease ( COPD ) are at increased risk of depression and that nicotine may have antidepressant effects and regulate mood provide a rationale for the use of antidepressant drugs for smoking cessation in patients with COPD .
COPD,"Cigarette smoking and occupational exposure to respiratory irritants are the major riskfactors for chronic obstructive pulmonary disease ( COPD ), which is characterized by small-airway obstruction and destruction of pulmonary parenchyma: emphysema.","Cigarette smoking and occupational exposure to respiratory irritants are the major riskfactors for chronic obstructive pulmonary disease ( COPD ), which is characterized by small-airway obstruction and destruction of pulmonary parenchyma: emphysema.","Cigarette smoking and occupational exposure to respiratory irritants are the major riskfactors for chronic obstructive pulmonary disease ( COPD ), which is characterized by small-airway obstruction and destruction of pulmonary parenchyma: emphysema."
COPD,"Use of spirometry for case finding, diagnosis, and management of chronic obstructive pulmonary disease ( COPD ).","Use of spirometry for case finding, diagnosis, and management of chronic obstructive pulmonary disease ( COPD ).","Use of spirometry for case finding, diagnosis, and management of chronic obstructive pulmonary disease ( COPD )."
COPD,"OBJECTIVE: To test whether improvement in household coal stoves affected the incidence of chronic obstructive pulmonary disease ( COPD ) in Xuanwei County, China.","OBJECTIVE: To test whether improvement in household coal stoves affected the incidence of chronic obstructive pulmonary disease ( COPD ) in Xuanwei County, China.","OBJECTIVE: To test whether improvement in household coal stoves affected the incidence of chronic obstructive pulmonary disease ( COPD ) in Xuanwei County, China."
COPD,"The prevalence and prognostic importance of malnutrition in chronic obstructive pulmonary disease ( COPD ), the factors that contribute to development of nutritional depletion, and the available evidence regarding effects of nutrition support in these patients are the subjects of this review.","The prevalence and prognostic importance of malnutrition in chronic obstructive pulmonary disease ( COPD ), the factors that contribute to development of nutritional depletion, and the available evidence regarding effects of nutrition support in these patients are the subjects of this review.","The prevalence and prognostic importance of malnutrition in chronic obstructive pulmonary disease ( COPD ), the factors that contribute to development of nutritional depletion, and the available evidence regarding effects of nutrition support in these patients are the subjects of this review."
COPD,[Treatment of chronic respiratory failure in chronic obstructive pulmonary disease ( COPD ). Long-term oxygen therapy and non-invasive ventilation],[Treatment of chronic respiratory failure in chronic obstructive pulmonary disease ( COPD ). Long-term oxygen therapy and non-invasive ventilation],[Treatment of chronic respiratory failure in chronic obstructive pulmonary disease ( COPD ). Long-term oxygen therapy and non-invasive ventilation]
COPD,Several studies have shown its efficacy and its good tolerance in the treatment of patients who are suffering from moderate to very severe chronic obstructive pulmonary disease ( COPD ).,Several studies have shown its efficacy and its good tolerance in the treatment of patients who are suffering from moderate to very severe chronic obstructive pulmonary disease ( COPD ).,Several studies have shown its efficacy and its good tolerance in the treatment of patients who are suffering from moderate to very severe chronic obstructive pulmonary disease ( COPD ).
COPD,"As the fourth leading cause of death in the United States, chronic obstructive pulmonary disease ( COPD ) represents a major burden to the healthcare system and society at large.","As the fourth leading cause of death in the United States, chronic obstructive pulmonary disease ( COPD ) represents a major burden to the healthcare system and society at large.","As the fourth leading cause of death in the United States, chronic obstructive pulmonary disease ( COPD ) represents a major burden to the healthcare system and society at large."
COPD,Previous studies have shown that patients with chronic obstructive pulmonary disease ( COPD ) who undergo surgical revascularization have higher in-hospital mortality rates.,Previous studies have shown that patients with chronic obstructive pulmonary disease ( COPD ) who undergo surgical revascularization have higher in-hospital mortality rates.,Previous studies have shown that patients with chronic obstructive pulmonary disease ( COPD ) who undergo surgical revascularization have higher in-hospital mortality rates.
COPD,Pulmonary embolism often coexists with chronic obstructive pulmonary disease ( COPD ) and it is difficult to diagnose because of similar clinical symptoms.,Pulmonary embolism often coexists with chronic obstructive pulmonary disease ( COPD ) and it is difficult to diagnose because of similar clinical symptoms.,Pulmonary embolism often coexists with chronic obstructive pulmonary disease ( COPD ) and it is difficult to diagnose because of similar clinical symptoms.
COPD,"Hospital mortality rate was 37.5% in 24 patients with an exacerbation of chronic obstructive pulmonary disease ( COPD ), 39% in 28 patients with acute cardiogenic pulmonary edema, 68% in nine patients with non- COPD hypercapnic ventilatory failure, 77% in 13 post-extubation respiratory failure patients, and 86% in 57 patients with hypoxemic respiratory failure.","Hospital mortality rate was 37.5% in 24 patients with an exacerbation of chronic obstructive pulmonary disease ( COPD ), 39% in 28 patients with acute cardiogenic pulmonary edema, 68% in nine patients with non- COPD hypercapnic ventilatory failure, 77% in 13 post-extubation respiratory failure patients, and 86% in 57 patients with hypoxemic respiratory failure.","Hospital mortality rate was 37.5% in 24 patients with an exacerbation of chronic obstructive pulmonary disease ( COPD ), 39% in 28 patients with acute cardiogenic pulmonary edema, 68% in nine patients with non- COPD hypercapnic ventilatory failure, 77% in 13 post-extubation respiratory failure patients, and 86% in 57 patients with hypoxemic respiratory failure."
COPD,"The contemporary medicine is looking for new, more effective methods of treatment for patients suffering from chronic obstructive pulmonary disease ( COPD ), whose number is systematically increasing.","The contemporary medicine is looking for new, more effective methods of treatment for patients suffering from chronic obstructive pulmonary disease ( COPD ), whose number is systematically increasing.","The contemporary medicine is looking for new, more effective methods of treatment for patients suffering from chronic obstructive pulmonary disease ( COPD ), whose number is systematically increasing."
COPD,"BACKGROUND: Patients with chronic obstructive pulmonary disease ( COPD ) frequently develop exacerbations, leading to major clinical and health resource use ramifications.","BACKGROUND: Patients with chronic obstructive pulmonary disease ( COPD ) frequently develop exacerbations, leading to major clinical and health resource use ramifications.","BACKGROUND: Patients with chronic obstructive pulmonary disease ( COPD ) frequently develop exacerbations, leading to major clinical and health resource use ramifications."
COPD,BACKGROUND: The Global Initiative for Chronic Obstructive Lung Disease guidelines recommended a forced expiratory volume at one second per forced vital capacity as a standard diagnostic criterion of chronic obstructive pulmonary disease ( COPD ).,BACKGROUND: The Global Initiative for Chronic Obstructive Lung Disease guidelines recommended a forced expiratory volume at one second per forced vital capacity as a standard diagnostic criterion of chronic obstructive pulmonary disease ( COPD ).,BACKGROUND: The Global Initiative for Chronic Obstructive Lung Disease guidelines recommended a forced expiratory volume at one second per forced vital capacity as a standard diagnostic criterion of chronic obstructive pulmonary disease ( COPD ).
COPD,"Exacerbations of chronic obstructive pulmonary disease ( COPD ) can be defined symptomatically or by healthcare contacts, yet the relationship between these events is unknown.","Exacerbations of chronic obstructive pulmonary disease ( COPD ) can be defined symptomatically or by healthcare contacts, yet the relationship between these events is unknown.","Exacerbations of chronic obstructive pulmonary disease ( COPD ) can be defined symptomatically or by healthcare contacts, yet the relationship between these events is unknown."
COR,"Because whiplash injury causes dysfunction of proprioception in the neck, we investigated the characteristics of the cervico-ocular reflex ( COR ) of presumptive WAD patients.","Because whiplash injury causes dysfunction of proprioception in the neck, we investigated the characteristics of the cervico-ocular reflex ( COR ) of presumptive WAD patients.","Because whiplash injury causes dysfunction of proprioception in the neck, we investigated the characteristics of the cervico-ocular reflex ( COR ) of presumptive WAD patients."
COR,The cervico-ocular reflex ( COR ) is an ocular stabilization reflex that is elicited by rotation of the neck.,The cervico-ocular reflex ( COR ) is an ocular stabilization reflex that is elicited by rotation of the neck.,The cervico-ocular reflex ( COR ) is an ocular stabilization reflex that is elicited by rotation of the neck.
COR,Passive rotation of the trunk with respect to the head evoked cervico-ocular reflex ( COR ) eye movements in squirrel monkeys.,Passive rotation of the trunk with respect to the head evoked cervico-ocular reflex ( COR ) eye movements in squirrel monkeys.,Passive rotation of the trunk with respect to the head evoked cervico-ocular reflex ( COR ) eye movements in squirrel monkeys.
COR,"Specifically, no consistent effect of volition or cervico-ocular reflex ( COR ) enhancement was demonstrated.","Specifically, no consistent effect of volition or cervico-ocular reflex ( COR ) enhancement was demonstrated.","Specifically, no consistent effect of volition or cervico-ocular reflex ( COR ) enhancement was demonstrated."
COR,"These results indicate that the propriogyral illusion is secondary to vibration-induced eye movements, presumably mediated by the cervico-ocular reflex ( COR ).","These results indicate that the propriogyral illusion is secondary to vibration-induced eye movements, presumably mediated by the cervico-ocular reflex ( COR ).","These results indicate that the propriogyral illusion is secondary to vibration-induced eye movements, presumably mediated by the cervico-ocular reflex ( COR )."
COR,"We assume, in line with previous work, three main compensatory mechanisms: a head movement efference copy, an active cervico-ocular reflex ( COR ), and a preprogrammed backsliding of the eyes.","We assume, in line with previous work, three main compensatory mechanisms: a head movement efference copy, an active cervico-ocular reflex ( COR ), and a preprogrammed backsliding of the eyes.","We assume, in line with previous work, three main compensatory mechanisms: a head movement efference copy, an active cervico-ocular reflex ( COR ), and a preprogrammed backsliding of the eyes."
COR,The cervico-ocular reflex ( COR ) was investigated in the chameleon.,The cervico-ocular reflex ( COR ) was investigated in the chameleon.,The cervico-ocular reflex ( COR ) was investigated in the chameleon.
COR,This unique case allowed us to examine the cervico-ocular reflex ( COR ) and visual function at various levels of activity of his vestibular system.,This unique case allowed us to examine the cervico-ocular reflex ( COR ) and visual function at various levels of activity of his vestibular system.,This unique case allowed us to examine the cervico-ocular reflex ( COR ) and visual function at various levels of activity of his vestibular system.
COR,"It was ascertained that for the further development of the model, the influence of the cervico-ocular reflex ( COR ) on the resulting eye velocities also has to be taken into account.","It was ascertained that for the further development of the model, the influence of the cervico-ocular reflex ( COR ) on the resulting eye velocities also has to be taken into account.","It was ascertained that for the further development of the model, the influence of the cervico-ocular reflex ( COR ) on the resulting eye velocities also has to be taken into account."
COR,We used the magnetic search coil technique to measure the horizontal cervico-ocular reflex ( COR ) of 8 subjects in response to transient or sinusoidal (0.1-1.0 Hz) trunk rotations while their heads were firmly immobilized.,We used the magnetic search coil technique to measure the horizontal cervico-ocular reflex ( COR ) of 8 subjects in response to transient or sinusoidal (0.1-1.0 Hz) trunk rotations while their heads were firmly immobilized.,We used the magnetic search coil technique to measure the horizontal cervico-ocular reflex ( COR ) of 8 subjects in response to transient or sinusoidal (0.1-1.0 Hz) trunk rotations while their heads were firmly immobilized.
COR,(v) The lack of detectable changes in cervical tasks in labyrinthine-defective patients does not support the view that the potentiation of the cervico-ocular reflex ( COR ) observed in these patients is due to enhanced sensitivity of the neck afferent system.,(v) The lack of detectable changes in cervical tasks in labyrinthine-defective patients does not support the view that the potentiation of the cervico-ocular reflex ( COR ) observed in these patients is due to enhanced sensitivity of the neck afferent system.,(v) The lack of detectable changes in cervical tasks in labyrinthine-defective patients does not support the view that the potentiation of the cervico-ocular reflex ( COR ) observed in these patients is due to enhanced sensitivity of the neck afferent system.
COR,(1) The cervico-ocular reflex ( COR ) in humans was measured while the subjects (n = 10) stood on a rotatable platform in a dark room with the head fixed by a stationary biteplate.,(1) The cervico-ocular reflex ( COR ) in humans was measured while the subjects (n = 10) stood on a rotatable platform in a dark room with the head fixed by a stationary biteplate.,(1) The cervico-ocular reflex ( COR ) in humans was measured while the subjects (n = 10) stood on a rotatable platform in a dark room with the head fixed by a stationary biteplate.
