abbr,sentence_a,sentence_b,sentence_c
CABG,"From June 2002 to December 2004, 26 patients underwent isolated coronary artery bypass grafting .","From June 2002 to December 2004, 26 patients underwent isolated coronary artery bypass grafting ( CABG ).","From June 2002 to December 2004, 26 patients underwent isolated coronary artery bypass grafting ( CABG )."
CABG,"As elderly people are increasing nowadays, so is coronary artery bypass grafting  for these older patients.","As elderly people are increasing nowadays, so is coronary artery bypass grafting ( CABG ) for these older patients.","As elderly people are increasing nowadays, so is coronary artery bypass grafting ( CABG ) for these older patients."
CABG,"Perioperative care for high-aged coronary artery bypass grafting , thoracic aortic aneurysm and lung cancer is discussed.","Perioperative care for high-aged coronary artery bypass grafting ( CABG ), thoracic aortic aneurysm and lung cancer is discussed.","Perioperative care for high-aged coronary artery bypass grafting ( CABG ), thoracic aortic aneurysm and lung cancer is discussed."
CABG,From 1995 to 1998 TVR with PCI or coronary artery bypass grafting  within 9 months from the index PCI decreased significantly (p<0.001) from 21.2% in 1995 ( CABG 8.6% vs PCI 12.6%) to 11.7% in 1998 ( CABG 4.3% vs PCI 7.4%).,From 1995 to 1998 TVR with PCI or coronary artery bypass grafting ( CABG ) within 9 months from the index PCI decreased significantly (p<0.001) from 21.2% in 1995 ( CABG 8.6% vs PCI 12.6%) to 11.7% in 1998 ( CABG 4.3% vs PCI 7.4%).,From 1995 to 1998 TVR with PCI or coronary artery bypass grafting ( CABG ) within 9 months from the index PCI decreased significantly (p<0.001) from 21.2% in 1995 ( CABG 8.6% vs PCI 12.6%) to 11.7% in 1998 ( CABG 4.3% vs PCI 7.4%).
CAD,Unstable coronary artery disease  is a multi-factorial disease involving thrombotic and inflammatory processes.,Unstable coronary artery disease ( CAD ) is a multi-factorial disease involving thrombotic and inflammatory processes.,Unstable coronary artery disease ( CAD ) is a multi-factorial disease involving thrombotic and inflammatory processes.
CAD,The T allele of the gelatinase B C((-1562)) T polymorphism has been reported to be associated with an almost 2-fold increase in promoter activity and with the extent of coronary artery disease .,The T allele of the gelatinase B C((-1562)) T polymorphism has been reported to be associated with an almost 2-fold increase in promoter activity and with the extent of coronary artery disease ( CAD ).,The T allele of the gelatinase B C((-1562)) T polymorphism has been reported to be associated with an almost 2-fold increase in promoter activity and with the extent of coronary artery disease ( CAD ).
CAD,OBJECTIVE: To determine the safety and efficacy of bariatric surgery in obese patients with documented coronary artery disease .,OBJECTIVE: To determine the safety and efficacy of bariatric surgery in obese patients with documented coronary artery disease ( CAD ).,OBJECTIVE: To determine the safety and efficacy of bariatric surgery in obese patients with documented coronary artery disease ( CAD ).
CAD,"Asian-Indians have high rates of coronary artery disease , which also occurs at an earlier age, with 50% of all heart attacks occurring in patients<55 years old and 25% in those<40 years old.","Asian-Indians have high rates of coronary artery disease ( CAD ), which also occurs at an earlier age, with 50% of all heart attacks occurring in patients<55 years old and 25% in those<40 years old.","Asian-Indians have high rates of coronary artery disease ( CAD ), which also occurs at an earlier age, with 50% of all heart attacks occurring in patients<55 years old and 25% in those<40 years old."
CAD,"Our aim was to determine whether the initial ECG, biochemical data and past medical history correlate with the extent of coronary artery disease in patients with ACS thus identifying subjects with severe coronary artery disease  who may benefit from the early invasive strategy.","Our aim was to determine whether the initial ECG, biochemical data and past medical history correlate with the extent of coronary artery disease in patients with ACS thus identifying subjects with severe coronary artery disease ( CAD ) who may benefit from the early invasive strategy.","Our aim was to determine whether the initial ECG, biochemical data and past medical history correlate with the extent of coronary artery disease in patients with ACS thus identifying subjects with severe coronary artery disease ( CAD ) who may benefit from the early invasive strategy."
CAD,coronary artery disease  risk factors influence the hyperemic response in patients without coronary artery stenosis.,coronary artery disease ( CAD ) risk factors influence the hyperemic response in patients without coronary artery stenosis.,coronary artery disease ( CAD ) risk factors influence the hyperemic response in patients without coronary artery stenosis.
CAD,Coronary endothelial dysfunction is an early marker of coronary artery disease  but its noninvasive assessment is limited.,Coronary endothelial dysfunction is an early marker of coronary artery disease ( CAD ) but its noninvasive assessment is limited.,Coronary endothelial dysfunction is an early marker of coronary artery disease ( CAD ) but its noninvasive assessment is limited.
CAD,CAV is an accelerated form of coronary artery disease  that is characterized by concentric fibrous intimal hyperplasia along the length of coronary vessels.,CAV is an accelerated form of coronary artery disease ( CAD ) that is characterized by concentric fibrous intimal hyperplasia along the length of coronary vessels.,CAV is an accelerated form of coronary artery disease ( CAD ) that is characterized by concentric fibrous intimal hyperplasia along the length of coronary vessels.
CAD,"In the subgroup with coronary artery disease  eight patients (35%) had left main stenosis, 13 (46.4%) had myocardial infarction in medical history.","In the subgroup with coronary artery disease ( CAD ) eight patients (35%) had left main stenosis, 13 (46.4%) had myocardial infarction in medical history.","In the subgroup with coronary artery disease ( CAD ) eight patients (35%) had left main stenosis, 13 (46.4%) had myocardial infarction in medical history."
CAD,"The demographic characteristics, vital signs, the origin of CO gas, risk factors for coronary artery disease  and smoking habit of the patients were recorded.","The demographic characteristics, vital signs, the origin of CO gas, risk factors for coronary artery disease ( CAD ) and smoking habit of the patients were recorded.","The demographic characteristics, vital signs, the origin of CO gas, risk factors for coronary artery disease ( CAD ) and smoking habit of the patients were recorded."
CBC,"Medical records were examined 10 months before and after the intervention for clinical data and receipt of complete blood count , creatinine testing, and cytoprotective agents (process measures).","Medical records were examined 10 months before and after the intervention for clinical data and receipt of complete blood count ( CBC ), creatinine testing, and cytoprotective agents (process measures).","Medical records were examined 10 months before and after the intervention for clinical data and receipt of complete blood count ( CBC ), creatinine testing, and cytoprotective agents (process measures)."
CBC,OBJECTIVE: The purpose of this study was to elucidate if anemia in pregnancy caused by iron deficiency could be predicted by simple measures obtained on a complete blood count  using ferritin as the gold standard.,OBJECTIVE: The purpose of this study was to elucidate if anemia in pregnancy caused by iron deficiency could be predicted by simple measures obtained on a complete blood count ( CBC ) using ferritin as the gold standard.,OBJECTIVE: The purpose of this study was to elucidate if anemia in pregnancy caused by iron deficiency could be predicted by simple measures obtained on a complete blood count ( CBC ) using ferritin as the gold standard.
CBC,An EDTA blood sample was collected weekly for complete blood count .,An EDTA blood sample was collected weekly for complete blood count ( CBC ).,An EDTA blood sample was collected weekly for complete blood count ( CBC ).
CBC,The main aim of this study was to compare complete blood count  parameters and peripheral blood CD34(+) cell counts in prepubertal obese and nonobese children.,The main aim of this study was to compare complete blood count ( CBC ) parameters and peripheral blood CD34(+) cell counts in prepubertal obese and nonobese children.,The main aim of this study was to compare complete blood count ( CBC ) parameters and peripheral blood CD34(+) cell counts in prepubertal obese and nonobese children.
CBC,Fifty-five infants with an altered dipstick were excluded and complete blood count  and blood culture were performed in 66 infants (9.7%).,Fifty-five infants with an altered dipstick were excluded and complete blood count ( CBC ) and blood culture were performed in 66 infants (9.7%).,Fifty-five infants with an altered dipstick were excluded and complete blood count ( CBC ) and blood culture were performed in 66 infants (9.7%).
CBC,complete blood count  values are monitored as crude indicators of the hemolytic and inflammatory processes that accompany an acute painful episode in children with sickle cell disease.,complete blood count ( CBC ) values are monitored as crude indicators of the hemolytic and inflammatory processes that accompany an acute painful episode in children with sickle cell disease.,complete blood count ( CBC ) values are monitored as crude indicators of the hemolytic and inflammatory processes that accompany an acute painful episode in children with sickle cell disease.
CBC,"Laboratory investigations revealed normal complete blood count , erythrocyte sedimentation rate, urinalysis, blood biochemistry, serum protein electrophoresis and serum immunoglobulins.","Laboratory investigations revealed normal complete blood count ( CBC ), erythrocyte sedimentation rate, urinalysis, blood biochemistry, serum protein electrophoresis and serum immunoglobulins.","Laboratory investigations revealed normal complete blood count ( CBC ), erythrocyte sedimentation rate, urinalysis, blood biochemistry, serum protein electrophoresis and serum immunoglobulins."
CBC,"OBJECTIVES: Our goal was to assess the correlation of complete blood count , I:T ratio and blood culture results between umbilical cord and infant blood.","OBJECTIVES: Our goal was to assess the correlation of complete blood count ( CBC ), I:T ratio and blood culture results between umbilical cord and infant blood.","OBJECTIVES: Our goal was to assess the correlation of complete blood count ( CBC ), I:T ratio and blood culture results between umbilical cord and infant blood."
CBC,complete blood count  and blood biochemistry were surveyed routinely.,complete blood count ( CBC ) and blood biochemistry were surveyed routinely.,complete blood count ( CBC ) and blood biochemistry were surveyed routinely.
CBC,"HpD at concentrations of 1, 5, 10, and 15 mg/kg was intravenously injected to 16 dogs (n=4 each) and complete blood count  and blood chemistry were performed on days 1, 3, 5, and 7 after the injection.","HpD at concentrations of 1, 5, 10, and 15 mg/kg was intravenously injected to 16 dogs (n=4 each) and complete blood count ( CBC ) and blood chemistry were performed on days 1, 3, 5, and 7 after the injection.","HpD at concentrations of 1, 5, 10, and 15 mg/kg was intravenously injected to 16 dogs (n=4 each) and complete blood count ( CBC ) and blood chemistry were performed on days 1, 3, 5, and 7 after the injection."
CDI,PURPOSE: To examine retrospectively the diagnostic and differential diagnostic value of Color Doppler imaging  in cases of suspected intraocular and orbital tumors.,PURPOSE: To examine retrospectively the diagnostic and differential diagnostic value of Color Doppler imaging ( CDI ) in cases of suspected intraocular and orbital tumors.,PURPOSE: To examine retrospectively the diagnostic and differential diagnostic value of Color Doppler imaging ( CDI ) in cases of suspected intraocular and orbital tumors.
CDI,We report a case of infectious endocarditis detected by combining orbital Color Doppler imaging  and ophthalmological findings.,We report a case of infectious endocarditis detected by combining orbital Color Doppler imaging ( CDI ) and ophthalmological findings.,We report a case of infectious endocarditis detected by combining orbital Color Doppler imaging ( CDI ) and ophthalmological findings.
CDI,PATIENTS AND METHODS: n = 9 eyes from 9 normal tension glaucoma patients were subjected to Color Doppler imaging  before and during a 3 - 5 week therapy with bimatoprost.,PATIENTS AND METHODS: n = 9 eyes from 9 normal tension glaucoma patients were subjected to Color Doppler imaging ( CDI ) before and during a 3 - 5 week therapy with bimatoprost.,PATIENTS AND METHODS: n = 9 eyes from 9 normal tension glaucoma patients were subjected to Color Doppler imaging ( CDI ) before and during a 3 - 5 week therapy with bimatoprost.
CDI,"In 20 aged patients (mean age: 70.4 years), the CRA circulation indices were determined by Color Doppler imaging , and IOP, BP, and PR were measured before and after four serial unilateral instillations at 30-min intervals of phenylephrine.","In 20 aged patients (mean age: 70.4 years), the CRA circulation indices were determined by Color Doppler imaging ( CDI ), and IOP, BP, and PR were measured before and after four serial unilateral instillations at 30-min intervals of phenylephrine.","In 20 aged patients (mean age: 70.4 years), the CRA circulation indices were determined by Color Doppler imaging ( CDI ), and IOP, BP, and PR were measured before and after four serial unilateral instillations at 30-min intervals of phenylephrine."
CDI,"The effect of bimatoprost on ocular circulation was assessed by Color Doppler imaging , which measured peak systolic, end-diastolic blood flow velocities and resistance indices in the ophthalmic, posterior ciliary and central retinal arteries.","The effect of bimatoprost on ocular circulation was assessed by Color Doppler imaging ( CDI ), which measured peak systolic, end-diastolic blood flow velocities and resistance indices in the ophthalmic, posterior ciliary and central retinal arteries.","The effect of bimatoprost on ocular circulation was assessed by Color Doppler imaging ( CDI ), which measured peak systolic, end-diastolic blood flow velocities and resistance indices in the ophthalmic, posterior ciliary and central retinal arteries."
CDI,"On day 17, all animals were examined for blood flow in the left renal artery by Color Doppler imaging .","On day 17, all animals were examined for blood flow in the left renal artery by Color Doppler imaging ( CDI ).","On day 17, all animals were examined for blood flow in the left renal artery by Color Doppler imaging ( CDI )."
CDI,"OBJECTIVE: To evaluate the effect of optic nerve circulation, using Color Doppler imaging , on the progression of visual field damage in primary open-angle glaucoma.","OBJECTIVE: To evaluate the effect of optic nerve circulation, using Color Doppler imaging ( CDI ), on the progression of visual field damage in primary open-angle glaucoma.","OBJECTIVE: To evaluate the effect of optic nerve circulation, using Color Doppler imaging ( CDI ), on the progression of visual field damage in primary open-angle glaucoma."
CDI,OBJECTIVE: To measure changes in the ocular and orbital blood flow velocities by Color Doppler imaging  in beagles with primary open angle glaucoma as the disease progressed from early to advanced stages.,OBJECTIVE: To measure changes in the ocular and orbital blood flow velocities by Color Doppler imaging ( CDI ) in beagles with primary open angle glaucoma as the disease progressed from early to advanced stages.,OBJECTIVE: To measure changes in the ocular and orbital blood flow velocities by Color Doppler imaging ( CDI ) in beagles with primary open angle glaucoma as the disease progressed from early to advanced stages.
CDI,METHODS: Conventional duplex ultrasound scan with Color Doppler imaging  was first done as part of routine postoperative surveillance.,METHODS: Conventional duplex ultrasound scan with Color Doppler imaging ( CDI ) was first done as part of routine postoperative surveillance.,METHODS: Conventional duplex ultrasound scan with Color Doppler imaging ( CDI ) was first done as part of routine postoperative surveillance.
CDI,PURPOSE: To present the clinical applications of Color Doppler imaging  as an adjunctive study in the diagnosis and treatment of orbital lesions.,PURPOSE: To present the clinical applications of Color Doppler imaging ( CDI ) as an adjunctive study in the diagnosis and treatment of orbital lesions.,PURPOSE: To present the clinical applications of Color Doppler imaging ( CDI ) as an adjunctive study in the diagnosis and treatment of orbital lesions.
CHF,We will then examine the effects of exercise conditioning on these parameters in normal subjects and those with congestive heart failure .,We will then examine the effects of exercise conditioning on these parameters in normal subjects and those with congestive heart failure ( CHF ).,We will then examine the effects of exercise conditioning on these parameters in normal subjects and those with congestive heart failure ( CHF ).
CHF,"It is important, both as an outcome measure in clinical trials of congestive heart failure  and as a consideration in individual physicians' therapeutic decisions.","It is important, both as an outcome measure in clinical trials of congestive heart failure ( CHF ) and as a consideration in individual physicians' therapeutic decisions.","It is important, both as an outcome measure in clinical trials of congestive heart failure ( CHF ) and as a consideration in individual physicians' therapeutic decisions."
CHF,"BACKGROUND: We aim to describe the risk, predictors, and outcomes associated with de novo congestive heart failure  after kidney transplantation.","BACKGROUND: We aim to describe the risk, predictors, and outcomes associated with de novo congestive heart failure ( CHF ) after kidney transplantation.","BACKGROUND: We aim to describe the risk, predictors, and outcomes associated with de novo congestive heart failure ( CHF ) after kidney transplantation."
CHF,"Recent studies demonstrate an even higher prevalence of SDB in congestive heart failure  than in a randomly selected population, with up to 40% and 11% having Cheyne Stokes respiration-central sleep apnoea and obstructive sleep apnoea-hypopnoea syndromes, respectively.","Recent studies demonstrate an even higher prevalence of SDB in congestive heart failure ( CHF ) than in a randomly selected population, with up to 40% and 11% having Cheyne Stokes respiration-central sleep apnoea and obstructive sleep apnoea-hypopnoea syndromes, respectively.","Recent studies demonstrate an even higher prevalence of SDB in congestive heart failure ( CHF ) than in a randomly selected population, with up to 40% and 11% having Cheyne Stokes respiration-central sleep apnoea and obstructive sleep apnoea-hypopnoea syndromes, respectively."
CHF,Bucindolol is a beta1 and beta2 adrenoceptor antagonist under development by Intercardia as a potential treatment for hypertension and congestive heart failure .,Bucindolol is a beta1 and beta2 adrenoceptor antagonist under development by Intercardia as a potential treatment for hypertension and congestive heart failure ( CHF ).,Bucindolol is a beta1 and beta2 adrenoceptor antagonist under development by Intercardia as a potential treatment for hypertension and congestive heart failure ( CHF ).
CHF,Nesiritide citrate is a human brain natriuretic peptide under development by Scios for the potential treatment of congestive heart failure .,Nesiritide citrate is a human brain natriuretic peptide under development by Scios for the potential treatment of congestive heart failure ( CHF ).,Nesiritide citrate is a human brain natriuretic peptide under development by Scios for the potential treatment of congestive heart failure ( CHF ).
CHF,"Comparative norms and domain scores for patients with other chronic diseases [hypertension, congestive heart failure , adult onset diabetes mellitus, myocardial infarction, and depression] were used and are based on the general US population.","Comparative norms and domain scores for patients with other chronic diseases [hypertension, congestive heart failure ( CHF ), adult onset diabetes mellitus, myocardial infarction, and depression] were used and are based on the general US population.","Comparative norms and domain scores for patients with other chronic diseases [hypertension, congestive heart failure ( CHF ), adult onset diabetes mellitus, myocardial infarction, and depression] were used and are based on the general US population."
CHF,BACKGROUND: Several clinical trials of drug treatment of patients with congestive heart failure  have previously been reported as Mortality Abstracts in the Journal of Insurance Medicine.,BACKGROUND: Several clinical trials of drug treatment of patients with congestive heart failure ( CHF ) have previously been reported as Mortality Abstracts in the Journal of Insurance Medicine.,BACKGROUND: Several clinical trials of drug treatment of patients with congestive heart failure ( CHF ) have previously been reported as Mortality Abstracts in the Journal of Insurance Medicine.
CHF,"We included randomized and nonrandomized controlled trials of interventions that contained 1 or more elements of the CCM for asthma, congestive heart failure , depression, and diabetes.","We included randomized and nonrandomized controlled trials of interventions that contained 1 or more elements of the CCM for asthma, congestive heart failure ( CHF ), depression, and diabetes.","We included randomized and nonrandomized controlled trials of interventions that contained 1 or more elements of the CCM for asthma, congestive heart failure ( CHF ), depression, and diabetes."
CHF,The purpose of this study was to more broadly assess this relationship in dogs with congestive heart failure .,The purpose of this study was to more broadly assess this relationship in dogs with congestive heart failure ( CHF ).,The purpose of this study was to more broadly assess this relationship in dogs with congestive heart failure ( CHF ).
CIC,"Serum concentrations of circulating immune complexes , complement factors (Factor B, C4, C8) and complement activities (CH50 and AH50) were determined in Nigerian school children having urinary schistosomiasis with or without symptomatic malaria by polyethylene glycol precipitation method, single radial immunodiffusion and total haemolytic activities respectively.","Serum concentrations of circulating immune complexes ( CIC ), complement factors (Factor B, C4, C8) and complement activities (CH50 and AH50) were determined in Nigerian school children having urinary schistosomiasis with or without symptomatic malaria by polyethylene glycol precipitation method, single radial immunodiffusion and total haemolytic activities respectively.","Serum concentrations of circulating immune complexes ( CIC ), complement factors (Factor B, C4, C8) and complement activities (CH50 and AH50) were determined in Nigerian school children having urinary schistosomiasis with or without symptomatic malaria by polyethylene glycol precipitation method, single radial immunodiffusion and total haemolytic activities respectively."
CIC,"OBJECTIVE: To study IL-6, IL-10, IL-12 levels and circulating immune complexes  containing IgG, IgM or IgA in sera of 14 TAO patients and 12 healthy blood donors.","OBJECTIVE: To study IL-6, IL-10, IL-12 levels and circulating immune complexes ( CIC ) containing IgG, IgM or IgA in sera of 14 TAO patients and 12 healthy blood donors.","OBJECTIVE: To study IL-6, IL-10, IL-12 levels and circulating immune complexes ( CIC ) containing IgG, IgM or IgA in sera of 14 TAO patients and 12 healthy blood donors."
CIC,"A comparative study of blood serum concentrations and pathogenic properties of circulating immune complexes , along with identification of their protein composition, was conducted in 45 patients with schizophrenia, 15 their healthy relatives and 39 normal controls.","A comparative study of blood serum concentrations and pathogenic properties of circulating immune complexes ( CIC ), along with identification of their protein composition, was conducted in 45 patients with schizophrenia, 15 their healthy relatives and 39 normal controls.","A comparative study of blood serum concentrations and pathogenic properties of circulating immune complexes ( CIC ), along with identification of their protein composition, was conducted in 45 patients with schizophrenia, 15 their healthy relatives and 39 normal controls."
CIC,"The assessment of local antiinfectious defense factors registered a significant decrease in the total number of circulating immune complexes  with disappearance of small CIC ; enhancement of total complementory activity and C2, C4-fragments of the complement indicating activation of mucosa of the mucosa-associated lymphoid tissue inductive zone providing specific antibacterial defense of the upper respiratory tract.","The assessment of local antiinfectious defense factors registered a significant decrease in the total number of circulating immune complexes ( CIC ) with disappearance of small CIC ; enhancement of total complementory activity and C2, C4-fragments of the complement indicating activation of mucosa of the mucosa-associated lymphoid tissue inductive zone providing specific antibacterial defense of the upper respiratory tract.","The assessment of local antiinfectious defense factors registered a significant decrease in the total number of circulating immune complexes ( CIC ) with disappearance of small CIC ; enhancement of total complementory activity and C2, C4-fragments of the complement indicating activation of mucosa of the mucosa-associated lymphoid tissue inductive zone providing specific antibacterial defense of the upper respiratory tract."
CIC,BACKGROUND: Sera of patients with IgA nephropathy (IgAN) contain circulating immune complexes  composed of galactose-deficient IgA1 complexed with antiglycan antibodies.,BACKGROUND: Sera of patients with IgA nephropathy (IgAN) contain circulating immune complexes ( CIC ) composed of galactose-deficient IgA1 complexed with antiglycan antibodies.,BACKGROUND: Sera of patients with IgA nephropathy (IgAN) contain circulating immune complexes ( CIC ) composed of galactose-deficient IgA1 complexed with antiglycan antibodies.
CIC,Polyethylene glycol precipitation of the circulating immune complexes  in sera was carried out.,Polyethylene glycol precipitation of the circulating immune complexes ( CIC ) in sera was carried out.,Polyethylene glycol precipitation of the circulating immune complexes ( CIC ) in sera was carried out.
CIC,"The systemic immunity changes were related with the hemostasis impairments in the phagocytic, humoral and cellular chains: an enhanced functional activity of phagocyte cells, a lower absolute quantity of T-lymphocytes, a higher count of B-cells, a reduced concentration of IgM and of circulating immune complexes , and a diminished general hemolytic activity of the complement in BS.","The systemic immunity changes were related with the hemostasis impairments in the phagocytic, humoral and cellular chains: an enhanced functional activity of phagocyte cells, a lower absolute quantity of T-lymphocytes, a higher count of B-cells, a reduced concentration of IgM and of circulating immune complexes ( CIC ), and a diminished general hemolytic activity of the complement in BS.","The systemic immunity changes were related with the hemostasis impairments in the phagocytic, humoral and cellular chains: an enhanced functional activity of phagocyte cells, a lower absolute quantity of T-lymphocytes, a higher count of B-cells, a reduced concentration of IgM and of circulating immune complexes ( CIC ), and a diminished general hemolytic activity of the complement in BS."
CIC,The aim of this study was to examine the effect of environmental contamination on the concentration of circulating immune complexes  in bovine blood.,The aim of this study was to examine the effect of environmental contamination on the concentration of circulating immune complexes ( CIC ) in bovine blood.,The aim of this study was to examine the effect of environmental contamination on the concentration of circulating immune complexes ( CIC ) in bovine blood.
CIC,The problem of the presence of allergen specific-IgG4 in circulating immune complexes  of patients with inhalant allergy is being discussed.,The problem of the presence of allergen specific-IgG4 in circulating immune complexes ( CIC ) of patients with inhalant allergy is being discussed.,The problem of the presence of allergen specific-IgG4 in circulating immune complexes ( CIC ) of patients with inhalant allergy is being discussed.
CIC,Plasma exchange is widely accepted to remove pathogenic substances from patients' blood that cannot be eliminated otherwise like cholesterol in severe forms of familial hypercholesterolaemia or immunoglobulins and circulating immune complexes  in many autoimmune disorders.,Plasma exchange is widely accepted to remove pathogenic substances from patients' blood that cannot be eliminated otherwise like cholesterol in severe forms of familial hypercholesterolaemia or immunoglobulins and circulating immune complexes ( CIC ) in many autoimmune disorders.,Plasma exchange is widely accepted to remove pathogenic substances from patients' blood that cannot be eliminated otherwise like cholesterol in severe forms of familial hypercholesterolaemia or immunoglobulins and circulating immune complexes ( CIC ) in many autoimmune disorders.
CLL,BACKGROUND: MicroRNA expression profiles can be used to distinguish normal B cells from malignant B cells in patients with chronic lymphocytic leukemia .,BACKGROUND: MicroRNA expression profiles can be used to distinguish normal B cells from malignant B cells in patients with chronic lymphocytic leukemia ( CLL ).,BACKGROUND: MicroRNA expression profiles can be used to distinguish normal B cells from malignant B cells in patients with chronic lymphocytic leukemia ( CLL ).
CLL,"A family history of NHL or chronic lymphocytic leukemia  was associated with an increased risk of several NHL subtypes and HL, whereas familial multiple myeloma was associated with a higher risk of follicular lymphoma.","A family history of NHL or chronic lymphocytic leukemia ( CLL ) was associated with an increased risk of several NHL subtypes and HL, whereas familial multiple myeloma was associated with a higher risk of follicular lymphoma.","A family history of NHL or chronic lymphocytic leukemia ( CLL ) was associated with an increased risk of several NHL subtypes and HL, whereas familial multiple myeloma was associated with a higher risk of follicular lymphoma."
CLL,"Over the past few decades, the management of chronic lymphocytic leukemia  has evolved considerably.","Over the past few decades, the management of chronic lymphocytic leukemia ( CLL ) has evolved considerably.","Over the past few decades, the management of chronic lymphocytic leukemia ( CLL ) has evolved considerably."
CLL,B-cell chronic lymphocytic leukemia  accounts for 95% of chronic leukemia cases and 25% of all leukemia.,B-cell chronic lymphocytic leukemia ( CLL ) accounts for 95% of chronic leukemia cases and 25% of all leukemia.,B-cell chronic lymphocytic leukemia ( CLL ) accounts for 95% of chronic leukemia cases and 25% of all leukemia.
CLL,"PURPOSE: To determine if RNA-directed nucleoside analogue, 8-NH(2)-adenosine, induces cell death and if that is accompanied with transcription inhibition of the key survival factors of chronic lymphocytic leukemia  cells.","PURPOSE: To determine if RNA-directed nucleoside analogue, 8-NH(2)-adenosine, induces cell death and if that is accompanied with transcription inhibition of the key survival factors of chronic lymphocytic leukemia ( CLL ) cells.","PURPOSE: To determine if RNA-directed nucleoside analogue, 8-NH(2)-adenosine, induces cell death and if that is accompanied with transcription inhibition of the key survival factors of chronic lymphocytic leukemia ( CLL ) cells."
CLL,"CAMPATH-1H, a T-cell-depleting, humanized monoclonal antibody, is under development by LeukoSite and ILEX for the potential treatment of chronic lymphocytic leukemia .","CAMPATH-1H, a T-cell-depleting, humanized monoclonal antibody, is under development by LeukoSite and ILEX for the potential treatment of chronic lymphocytic leukemia ( CLL ).","CAMPATH-1H, a T-cell-depleting, humanized monoclonal antibody, is under development by LeukoSite and ILEX for the potential treatment of chronic lymphocytic leukemia ( CLL )."
CLL,"Immune-based treatments represent a new group of therapeutic strategies for patients with cancer, including chronic lymphocytic leukemia , that employ immune effector mechanisms.","Immune-based treatments represent a new group of therapeutic strategies for patients with cancer, including chronic lymphocytic leukemia ( CLL ), that employ immune effector mechanisms.","Immune-based treatments represent a new group of therapeutic strategies for patients with cancer, including chronic lymphocytic leukemia ( CLL ), that employ immune effector mechanisms."
CLL,"chronic lymphocytic leukemia  is characterized by the clonal proliferation of small mature lymphocytes with their accumulation in blood, bone marrow, lymph nodes, spleen and lien.","chronic lymphocytic leukemia ( CLL ) is characterized by the clonal proliferation of small mature lymphocytes with their accumulation in blood, bone marrow, lymph nodes, spleen and lien.","chronic lymphocytic leukemia ( CLL ) is characterized by the clonal proliferation of small mature lymphocytes with their accumulation in blood, bone marrow, lymph nodes, spleen and lien."
CLL,"Although the majority of circulating leukemic cells in chronic lymphocytic leukemia  are in G0/early G1, recent studies have shown that these cells have undergone multiple cell divisions.","Although the majority of circulating leukemic cells in chronic lymphocytic leukemia ( CLL ) are in G0/early G1, recent studies have shown that these cells have undergone multiple cell divisions.","Although the majority of circulating leukemic cells in chronic lymphocytic leukemia ( CLL ) are in G0/early G1, recent studies have shown that these cells have undergone multiple cell divisions."
CLL,chronic lymphocytic leukemia  is a highly heterogeneous disease in which interaction of the malignant cells with antigen is thought to play a key role.,chronic lymphocytic leukemia ( CLL ) is a highly heterogeneous disease in which interaction of the malignant cells with antigen is thought to play a key role.,chronic lymphocytic leukemia ( CLL ) is a highly heterogeneous disease in which interaction of the malignant cells with antigen is thought to play a key role.
CML,"It is commonly held that PV is a rare disorder, when in fact with a minimum incidence of 2.6 per 100,000 it is more common than chronic myelogenous leukemia  and is particularly prevalent in persons of Ashkenazi Jewish ancestry.","It is commonly held that PV is a rare disorder, when in fact with a minimum incidence of 2.6 per 100,000 it is more common than chronic myelogenous leukemia ( CML ) and is particularly prevalent in persons of Ashkenazi Jewish ancestry.","It is commonly held that PV is a rare disorder, when in fact with a minimum incidence of 2.6 per 100,000 it is more common than chronic myelogenous leukemia ( CML ) and is particularly prevalent in persons of Ashkenazi Jewish ancestry."
CML,A phase I study of PEG-IFN was conducted in patients with chronic myelogenous leukemia  who were previously treated with IFN-alpha to evaluate the effect of sustained exposure to IFN on patients with CML .,A phase I study of PEG-IFN was conducted in patients with chronic myelogenous leukemia ( CML ) who were previously treated with IFN-alpha to evaluate the effect of sustained exposure to IFN on patients with CML .,A phase I study of PEG-IFN was conducted in patients with chronic myelogenous leukemia ( CML ) who were previously treated with IFN-alpha to evaluate the effect of sustained exposure to IFN on patients with CML .
CML,One hundred and ten patients with Philadelphia chromosome (Ph)-positive chronic phase chronic myelogenous leukemia  post-interferon-a failure treated with imatinib mesylate therapy were analyzed for the prognostic significance of marrow reticulin stain-measured fibrosis.,One hundred and ten patients with Philadelphia chromosome (Ph)-positive chronic phase chronic myelogenous leukemia ( CML ) post-interferon-a failure treated with imatinib mesylate therapy were analyzed for the prognostic significance of marrow reticulin stain-measured fibrosis.,One hundred and ten patients with Philadelphia chromosome (Ph)-positive chronic phase chronic myelogenous leukemia ( CML ) post-interferon-a failure treated with imatinib mesylate therapy were analyzed for the prognostic significance of marrow reticulin stain-measured fibrosis.
CML,"Imatinib mesylate, a signal transduction inhibitor molecule, has been introduced in the treatment of chronic myelogenous leukemia  since May 2001.","Imatinib mesylate, a signal transduction inhibitor molecule, has been introduced in the treatment of chronic myelogenous leukemia ( CML ) since May 2001.","Imatinib mesylate, a signal transduction inhibitor molecule, has been introduced in the treatment of chronic myelogenous leukemia ( CML ) since May 2001."
